Standing,-0.153,4.75,8.427,9.674721442,0
Standing,0,4.75,8.581,9.807959411,201
Standing,0,4.597,8.581,9.734781762,537
Standing,0.153,4.597,8.581,9.735983922,738
Standing,0,4.597,8.581,9.734781762,940
Standing,0.153,4.597,8.581,9.735983922,2215
Standing,0,4.597,8.581,9.734781762,2349
Standing,0,4.75,8.581,9.807959411,4698
Standing,0,4.597,8.581,9.734781762,4899
Standing,0,4.75,8.581,9.807959411,5637
Standing,0,4.597,8.581,9.734781762,5771
Standing,0,4.597,8.427,9.599309149,6308
Standing,0,4.597,8.581,9.734781762,6510
Standing,0,4.75,8.581,9.807959411,6912
Standing,0,4.597,8.581,9.734781762,7046
Standing,0,4.75,8.581,9.807959411,7248
Standing,0,4.597,8.581,9.734781762,7449
Standing,-0.153,4.597,8.581,9.735983922,8858
Standing,0,4.597,8.581,9.734781762,9060
Standing,0,4.75,8.581,9.807959411,10133
Standing,0,4.597,8.581,9.734781762,10335
Standing,0,4.75,8.581,9.807959411,10670
Standing,0,4.597,8.581,9.734781762,10872
Standing,-0.153,4.597,8.581,9.735983922,11409
Standing,0,4.597,8.581,9.734781762,11610
Standing,0,4.75,8.581,9.807959411,15905
Standing,0,4.597,8.581,9.734781762,16106
Standing,-0.153,4.597,8.581,9.735983922,16844
Standing,0,4.597,8.581,9.734781762,16979
Standing,-0.153,4.597,8.581,9.735983922,17180
Standing,0,4.597,8.581,9.734781762,17381
Standing,-0.153,4.597,8.581,9.735983922,19327
Standing,0,4.597,8.581,9.734781762,19529
Standing,-0.153,4.597,8.581,9.735983922,20066
Standing,0,4.597,8.581,9.734781762,20267
Standing,-0.153,4.597,8.581,9.735983922,20804
Standing,0,4.597,8.581,9.734781762,21005
Standing,-0.153,4.597,8.581,9.735983922,21139
Standing,0,4.597,8.581,9.734781762,21542
Standing,0,4.75,8.427,9.673511669,22213
Standing,0,4.597,8.427,9.599309149,22414
Standing,-0.153,4.597,8.734,9.871098387,22616
Standing,0,4.443,8.734,9.799133138,22750
Standing,0,4.597,8.734,9.869912298,22951
Standing,0,4.597,8.581,9.734781762,23354
Standing,0.153,4.443,8.581,9.664223943,23689
Standing,0,4.443,8.581,9.663012855,23891
Standing,0.153,4.597,8.581,9.735983922,24226
Standing,0,4.597,8.581,9.734781762,24428
Standing,0,4.443,8.581,9.663012855,24562
Standing,0.153,4.443,8.581,9.664223943,24964
Standing,0,4.597,8.581,9.734781762,25099
Standing,0.153,4.597,8.581,9.735983922,25837
Standing,0,4.597,8.581,9.734781762,26038
Standing,0.153,4.597,8.581,9.735983922,26374
Standing,0,4.597,8.581,9.734781762,26575
Standing,0.153,4.597,8.581,9.735983922,26911
Standing,0,4.597,8.581,9.734781762,27112
Standing,2.911,4.29,6.895,8.62664735,27313
Standing,1.072,2.758,12.718,13.05769048,27448
Standing,1.838,4.137,8.734,9.837467768,27649
Standing,3.217,3.524,5.669,7.409806182,27850
Standing,3.83,3.371,9.194,10.51485519,27984
Standing,2.451,4.137,8.581,9.836449426,28186
Standing,2.298,3.83,8.581,9.67384449,28387
Standing,1.685,3.677,8.121,9.072496675,28521
Standing,-1.225,5.209,10.113,11.44146293,28723
Standing,0.766,4.75,8.274,9.571224048,28924
Standing,1.379,4.903,7.968,9.456747272,29058
Standing,0,5.209,7.661,9.264156746,29259
Standing,0.612,4.29,8.734,9.74994366,29461
Standing,0.459,4.597,8.734,9.880579664,29662
Standing,1.072,4.75,5.209,7.130593764,29796
Standing,1.532,3.83,7.508,8.566562107,29998
Standing,0.153,4.597,8.734,9.871098387,30199
Standing,0.153,4.75,8.581,9.809152603,30333
Standing,0,4.903,8.121,9.486308622,30535
Standing,-0.459,5.209,8.427,9.917594888,30736
Standing,-0.919,5.516,7.968,9.734466307,30937
Standing,-0.919,5.516,7.814,9.608819614,31071
Standing,-0.919,5.516,7.968,9.734466307,31273
Standing,-0.766,5.363,8.121,9.762129453,31474
Standing,-0.459,5.209,8.121,9.658934384,31608
Standing,-0.306,5.209,8.274,9.781942227,31810
Standing,-0.306,5.209,8.121,9.652873316,32011
Standing,-0.459,5.363,8.121,9.742848439,32212
Standing,-0.459,5.209,8.121,9.658934384,32346
Standing,-0.306,5.209,8.121,9.652873316,32548
Standing,-0.306,5.209,8.274,9.781942227,32749
Standing,-0.459,5.209,8.274,9.787922981,32883
Standing,-0.459,5.209,8.121,9.658934384,33085
Standing,-0.459,5.209,7.968,9.530655239,33286
Standing,-0.766,5.516,7.968,9.721215429,33420
Standing,-0.919,5.516,7.968,9.734466307,33622
Standing,-0.766,4.903,9.347,10.58265416,33823
Standing,-0.766,5.516,7.968,9.721215429,33957
Standing,-0.766,5.363,7.968,9.6352243,38319
Standing,-0.919,5.516,8.121,9.860094241,38520
Standing,-0.766,5.363,7.968,9.6352243,38655
Standing,-0.459,4.903,8.581,9.893617102,39192
Standing,-0.153,4.903,8.427,9.750751173,39393
Standing,-0.306,4.903,8.427,9.754351305,39594
Standing,-0.153,4.75,8.427,9.674721442,39728
Standing,-0.306,4.903,8.427,9.754351305,39930
Walking,-0.459,4.903,8.427,9.760349356,40265
Walking,-0.306,4.903,8.427,9.754351305,40467
Walking,-0.306,4.75,8.581,9.812731698,41004
Walking,-0.306,4.903,8.427,9.754351305,41205
Walking,-0.459,4.903,8.427,9.760349356,41339
Walking,-0.306,4.75,8.427,9.67835025,41540
Walking,-0.306,4.903,8.427,9.754351305,41742
Walking,-0.459,4.903,8.427,9.760349356,41876
Standing,-0.459,4.903,8.274,9.62855999,42077
Standing,-0.459,4.903,8.427,9.760349356,42279
Standing,-0.306,4.903,8.427,9.754351305,42480
Standing,-0.459,4.903,8.427,9.760349356,42614
Standing,-0.306,5.209,7.968,9.524512539,43017
Standing,-0.306,4.75,8.581,9.812731698,43151
Standing,-0.306,4.75,8.427,9.67835025,43352
Standing,-0.459,4.903,8.427,9.760349356,43688
Standing,-0.459,4.75,8.427,9.684394979,44829
Standing,-0.153,4.597,8.581,9.735983922,44963
Standing,0,4.443,8.427,9.526519702,45164
Standing,0,4.443,8.734,9.799133138,45366
Standing,-0.306,4.443,8.581,9.667856691,45500
Standing,0.459,4.597,8.427,9.610276889,45701
Standing,-0.459,4.29,8.734,9.741537089,45902
Standing,0.153,3.83,9.347,10.10241139,46037
Standing,0.153,4.137,8.581,9.527420625,46238
Standing,1.685,3.984,7.814,8.931409775,46439
Standing,0,3.677,7.661,8.4977203,46574
Standing,-1.225,5.056,9.194,10.56377805,46775
Standing,-1.685,5.363,8.274,10.00300324,46976
Standing,-0.919,4.29,8.734,9.774017488,47110
Standing,-1.225,4.29,8.121,9.265817264,47312
Standing,-1.225,4.137,9.347,10.29474642,47513
Standing,-0.612,3.83,7.968,8.861854381,47647
Standing,1.379,3.371,9.5,10.174246,47849
Standing,0.766,2.911,9.04,9.52797315,48050
Standing,0.459,2.758,9.194,9.6097287,48251
Standing,-0.459,3.064,8.427,8.978480148,48385
Standing,0.153,5.056,7.048,8.67530109,48587
Standing,-0.459,0.766,13.944,13.97256561,48788
Standing,-3.984,1.838,9.96,10.88357031,48922
Standing,-0.459,1.685,8.734,8.906888598,49124
Standing,0.459,1.072,8.427,8.507302233,49325
Standing,0.306,2.758,9.04,9.456309994,49459
Standing,-0.919,2.145,9.347,9.6338983,49661
Standing,1.072,1.379,6.129,6.373026823,49862
Standing,0,3.064,9.194,9.69111615,49996
Standing,0,3.064,9.653,10.12761061,50197
Standing,0.766,3.524,8.274,9.025763617,50399
Walking,0.459,3.524,8.734,9.429316933,50600
Walking,-0.306,3.064,9.5,9.986577372,50734
Walking,-0.612,2.604,9.194,9.575228329,50936
Walking,-1.072,3.064,9.194,9.750226532,51137
Walking,-0.459,2.604,8.887,9.272015328,51271
Walking,-1.072,2.145,11.186,11.44013988,51473
Walking,-2.298,1.838,9.96,10.38559816,51674
Walking,-1.072,1.992,8.887,9.170387992,51808
Walking,0.306,2.758,9.5,9.896979486,52009
Walking,-0.306,3.371,9.807,10.37470622,52211
Walking,-0.766,2.451,9.807,10.13762339,52345
Walking,-2.145,2.911,9.96,10.5960626,52546
Walking,-2.604,2.451,8.274,9.01372795,52748
Walking,-0.919,3.217,8.121,8.783182495,52882
Walking,0,3.83,8.887,9.677172466,53083
Walking,-0.612,3.83,12.411,13.00293699,53284
Walking,-0.153,1.532,8.427,8.566490413,53419
Walking,0.153,2.298,7.814,8.146337105,53620
Walking,-0.612,2.911,9.96,10.39471328,53821
Walking,-0.612,3.524,10.419,11.01583763,54023
Walking,-1.225,1.992,9.96,10.23084982,54157
Walking,-0.919,2.604,8.274,8.722640506,54358
Walking,-0.612,3.83,9.807,10.5461223,54560
Walking,-0.612,3.524,9.653,10.29434437,54694
Walking,-1.532,1.838,11.032,11.28850223,54895
Walking,-0.306,2.604,6.742,7.233879847,55096
Walking,-0.459,3.984,8.887,9.74995931,55231
Walking,-0.459,4.137,10.419,11.21967076,55432
Walking,-1.379,4.443,8.274,9.492152938,55633
Walking,-1.838,3.83,9.194,10.12801966,55767
Walking,-1.225,3.984,8.734,9.677584391,55969
Walking,0,5.056,8.274,9.696505391,56170
Walking,0.153,5.056,8.734,10.09303267,56304
Walking,-0.306,3.984,8.581,9.465698959,56506
Walking,-0.306,3.524,8.427,9.139285258,56707
Walking,0.612,3.83,8.274,9.137971203,56841
Walking,-0.459,4.29,8.887,9.878944864,57043
Walking,0.153,4.443,9.807,10.7675861,57244
Walking,-1.072,2.451,9.194,9.57529247,57378
Walking,-0.766,2.298,8.427,8.768231825,57579
Walking,-1.532,3.83,8.887,9.79768799,57781
Walking,-0.306,3.677,9.194,9.906745585,57982
Walking,-0.153,3.677,10.573,11.19518063,58116
Walking,-0.153,2.145,9.347,9.591185783,58318
